Category,FullName,ShortName,OrgInfo,ObjectAddress,ChiefName,ChiefPosition,ChiefGender,ChiefPhone,PublicPhone,Fax,Email,CloseFlag,CloseReason,CloseDate,ReopenDate,BedSpace,PaidServiceInfo,WorkingHours,ClarificationWorkingHours,Specialization,BeneficialDrugPrescription,DrugStore,AmbulanceStation,global_id,AmbulanceStationPhone,DoctorsSpecialtiesListForSelfRecording,DoctorsSpecialtiesList,Extrainfo,AgeRestriction,DrugStoreType,geodata_center,geoarea
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 12 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 12 филиал № 5 ДЗМ,More then 1 level,More then 1 level,Алескерова Надежда Григорьевна,заведующий филиалом,женский,"ChiefPhone:(495) 618-60-56

","PublicPhone:(495) 989-40-47

","Fax:(495) 618-60-56

","Email:gp12@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,да,656106770,,"[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.611996557371,55.801605053881],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 52 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 52 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Сафонова Мария Владимировна,заведующий филиалом,женский,"ChiefPhone:(495) 326-01-66

","PublicPhone:(495) 431-55-22

","Fax:(495) 326-01-66

","Email:gp52@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106785,,"[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.668595856493,55.590481106154],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы». Поликлиническое отделение № 1,ГБУЗ ГКБ им. С.С. Юдина ДЗМ. Поликлиническое отделение № 1,More then 1 level,More then 1 level,Папышева Ольга Виуленовна,главный врач,женский,"ChiefPhone:(499) 612-45-66

","PublicPhone:(499) 612-10-20

","Fax:(499) 612-45-66

","Email:gkb-yudina@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106786,"AmbulancePhone:(499) 612-75-11

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.655110975934,55.672629178358],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 19 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 19 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Зинина Екатерина Александровна,заведующий филиалом,женский,"ChiefPhone:(495) 359-13-47

","PublicPhone:(495) 123-33-58

","Fax:(495) 359-13-47

","Email:gp19@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106817,"AmbulancePhone:103

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.752965370304,55.675977594546],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 3 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 3 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Бондарева Надежда Алексеевна,заведующий филиалом,женский,"ChiefPhone:(499) 791-21-86

","PublicPhone:(499) 791-21-13

","Fax:(499) 791-21-86

","Email:gp3@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,да,656106823,"AmbulancePhone:(499) 978-27-14

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.592547328834,55.785831517536],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 115 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 115 ДЗМ,More then 1 level,More then 1 level,Трусов Игорь Александрович,главный врач,мужской,"ChiefPhone:(499) 191-50-14

","PublicPhone:(499) 191-31-30

","Fax:(499) 191-50-14

","Email:gp115@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106827,"AmbulancePhone:(495) 949-76-08

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.488024823714,55.772185092732],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Больница Кузнечики» Департамента здравоохранения города Москвы. Амбулатория Остафьево,ГБУЗ Больница «Кузнечики» ДЗМ. Амбулатория Остафьево,More then 1 level,More then 1 level,Карагодина Юлия Яковлевна,исполняющий обязанности главного врача,женский,"ChiefPhone:(495) 212-14-80

","PublicPhone:(495) 120-65-48

","Fax:(495) 212-14-80

","Email:bk@zdrav.mos.ru

",,,,,,,"DayWeek:понедельник
WorkHours:08:00-17:00

DayWeek:вторник
WorkHours:08:00-17:00

DayWeek:среда
WorkHours:08:00-17:00

DayWeek:четверг
WorkHours:08:00-17:00

DayWeek:пятница
WorkHours:08:00-17:00

DayWeek:суббота
WorkHours:выходной

DayWeek:воскресенье
WorkHours:выходной

",Третья суббота месяца: с 9-00 до 15-00,,,нет,нет,656106845,"AmbulancePhone:(495) 841-85-03

",Врач-терапевт,"[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.485440766016,55.500568713197],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 12 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 12 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Тебердиева Лейля Азретовна,заведующий филиалом,женский,"ChiefPhone:(495) 683-18-24

","PublicPhone:(495) 989-40-47

","Fax:(495) 683-18-24

","Email:gp12@zdrav.mos.ru

",действует,,,,,оказываются,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106853,,"[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.657132820433,55.825100827152],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 19 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 19 ДЗМ,More then 1 level,More then 1 level,Каспарова Элина Артуровна,главный врач,женский,"ChiefPhone:(495) 654-99-97

","PublicPhone:(495) 123-33-58

","Fax:(495) 654-99-83

","Email:gp19@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106868,"AmbulancePhone:103

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.762449421034,55.666309144859],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 филиал № 194 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 филиал № 194 ДЗМ,More then 1 level,More then 1 level,Донских Татьяна Алексеевна,заведующий филиалом,женский,"ChiefPhone:(495) 435-22-41

","PublicPhone:(495) 435-22-34

","Fax:(495) 435-22-41

","Email:gp212@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,да,656106875,"AmbulancePhone:(499) 144-62-79

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.П. Демихова Департамента здравоохранения города Москвы» филиал Поликлиническое отделение «Капотня»,ГБУЗ ГКБ им. В.П. Демихова ДЗМ филиал Поликлиническое отделение «Капотня»,More then 1 level,More then 1 level,Теплова Елена Михайловна,заместитель главного врача,женский,"ChiefPhone:(495) 355-24-83

","PublicPhone:(495) 355-23-47

PublicPhone:(495) 355-05-42

","Fax:(495) 355-23-47

","Email:gkb68@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:30-19:00

DayWeek:вторник
WorkHours:08:30-19:00

DayWeek:среда
WorkHours:08:30-19:00

DayWeek:четверг
WorkHours:08:30-19:00

DayWeek:пятница
WorkHours:08:30-19:00

DayWeek:суббота
WorkHours:09:00-15:00

DayWeek:воскресенье
WorkHours:09:00-15:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106882,"AmbulancePhone:(499) 178-49-27

","[Врач-акушер-гинеколог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,,
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 66 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 66 филиал № 1 ДЗМ,More then 1 level,More then 1 level,Тарасов Константин Михайлович,заведующий филиалом,мужской,"ChiefPhone:(499) 721-80-90

","PublicPhone:(499) 213-00-40

","Fax:(499) 721-80-90

","Email:gp66@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106883,"AmbulancePhone:(495) 620-41-41

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.889928747501,55.715967260562],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 филиал № 2 ДЗМ,More then 1 level,More then 1 level,Егоршин Александр Анатольевич,заведующий филиалом,мужской,"ChiefPhone:(495) 333-60-30

","PublicPhone:(499) 372-11-77

","Fax:(495) 333-60-30

","Email:kdc1@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106884,"AmbulancePhone:(499) 372-39-99

","[Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.54114375068,55.643226108662],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 филиал № 5 ДЗМ,More then 1 level,More then 1 level,Ермолаева Татьяна Игоревна,заведующий филиалом,женский,"ChiefPhone:(495) 420-19-22

","PublicPhone:(499) 372-11-77

","Fax:(495) 420-19-22

","Email:kdc1@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106885,"AmbulancePhone:(499) 372-39-99

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.522593279039,55.632095375334],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Степков Алексей Вячеславович,заведующий филиалом,мужской,"ChiefPhone:(495) 318-76-33

","PublicPhone:(499) 372-11-77

","Fax:(499) 794-06-37

","Email:kdc1@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106894,"AmbulancePhone:(499) 372-39-99

","[Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,,,"{""coordinates"":[37.597793606411,55.655347197295],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 66 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 66 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Чугаева Светлана Ивановна,заведующий филиалом,женский,"ChiefPhone:(495) 700-01-11

","PublicPhone:(499) 213-00-40

","Fax:(495) 700-01-11

","Email:gp66@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106905,"AmbulancePhone:(495) 620-41-41

","[Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог, Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.846679880214,55.715986559656],""type"":""Point""}",
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 64 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 64 филиал № 3 ДЗМ,More then 1 level,More then 1 level,Киселёва Татьяна Георгиевна,заведующий филиалом,женский,"ChiefPhone:(499) 164-49-86

","PublicPhone:(495) 276-16-97

","Fax:(499) 164-49-86

","Email:gp64@zdrav.mos.ru

",действует,,,,,отсутствуют,"DayWeek:понедельник
WorkHours:08:00-20:00

DayWeek:вторник
WorkHours:08:00-20:00

DayWeek:среда
WorkHours:08:00-20:00

DayWeek:четверг
WorkHours:08:00-20:00

DayWeek:пятница
WorkHours:08:00-20:00

DayWeek:суббота
WorkHours:09:00-18:00

DayWeek:воскресенье
WorkHours:09:00-16:00

",,Амбулаторно-поликлиническая помощь,на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне,да,нет,656106906,"AmbulancePhone:(495) 276-46-66

","[Врач общей практики, Врач-терапевт, Врач-терапевт участковый, Врач-уролог, Врач-хирург, Врач-офтальмолог, Врач-оториноларинголог]","[Врач-аллерголог-иммунолог, Врач-гастроэнтеролог, Врач-инфекционист, Врач-невролог, Врач-онколог, Врач-оториноларинголог, Врач-офтальмолог, Врач-пульмонолог, Врач-ревматолог, Врач-терапевт участковый, Врач-кардиолог, Врач-эндокринолог, Врач-хирург, Врач-колопроктолог, Врач-уролог, Врач-травматолог-ортопед]",,взрослое,,"{""coordinates"":[37.778905257093,55.801981849068],""type"":""Point""}",
